token	bucket	subtype	universality	total_count	c_tinystories	c_control	c_novice	c_expert	zipf	is_propn	is_name_cased	lemma	lemma_resolves	store_match
wording	inflection_miss		1	2	0	0	0	2	3.55	0	0	word	1	0
workload	domain_term		1	2	0	0	0	2	3.45	0	0		0	0
zoe	named_entity	candidate	1	2	2	0	0	0	3.66	1	1		0	0
és	domain_term		1	2	0	0	0	2	2.24	0	0		0	0
"""[7"	junk	structural	1	1	0	0	1	0	5.55	0	0		0	0
$	junk	structural	1	1	1	0	0	0	0.0	0	0		0	0
'bout	junk	structural	1	1	1	0	0	0	4.05	0	0		0	0
+	junk	structural	1	1	0	0	0	1	0.0	0	0		0	0
102(2)(b	junk	structural	1	1	0	0	0	1	3.72	0	0		0	0
102(4	junk	structural	1	1	0	0	0	1	3.73	0	0		0	0
104(2	junk	structural	1	1	0	0	0	1	3.73	0	0		0	0
109(2)(2nd	junk	structural	1	1	0	0	0	1	3.69	0	0		0	0
110(2	junk	structural	1	1	0	0	0	1	3.73	0	0		0	0
119(1	junk	structural	1	1	0	0	0	1	3.73	0	0		0	0
120(1	junk	structural	1	1	0	0	0	1	3.73	0	0		0	0
123(2)(c	junk	structural	1	1	0	0	0	1	3.72	0	0		0	0
128(3a)(c	junk	structural	1	1	0	0	0	1	3.23	0	0		0	0
144(1	junk	structural	1	1	0	0	0	1	3.73	0	0		0	0
144(2	junk	structural	1	1	0	0	0	1	3.73	0	0		0	0
159(2	junk	structural	1	1	0	0	0	1	3.73	1	0		0	0
176(2	junk	structural	1	1	0	0	0	1	3.73	0	0		0	0
18(3)(2nd	junk	structural	1	1	0	0	0	1	4.61	0	0		0	0
187(2	junk	structural	1	1	0	0	0	1	3.73	0	0		0	0
191(1)(c	junk	structural	1	1	0	0	0	1	3.72	0	0		0	0
1990s	junk	structural	1	1	0	0	0	1	2.8	0	0	1990	0	0
20(1)(c	junk	structural	1	1	0	0	0	1	4.86	0	0		0	0
20(3)(e	junk	structural	1	1	0	0	0	1	4.83	0	0		0	0
201(1	junk	structural	1	1	0	0	0	1	3.5	0	0		0	0
21(1	junk	structural	1	1	0	0	0	1	5.03	0	0		0	0
211(3)(b	junk	structural	1	1	0	0	0	1	3.5	0	0		0	0
24(4	junk	structural	1	1	0	0	0	1	5.0	0	0		0	0
25(3)(e	junk	structural	1	1	0	0	0	1	4.83	0	0		0	0
25(3)(f	junk	structural	1	1	0	0	0	1	4.75	0	0		0	0
25(7	junk	structural	1	1	0	0	0	1	4.96	0	0		0	0
25a	junk	structural	1	1	0	0	0	1	2.17	0	0		0	0
27(1	junk	structural	1	1	0	0	0	1	5.03	0	0		0	0
27(1)(3rd	junk	structural	1	1	0	0	0	1	4.5	0	0		0	0
27(6	junk	structural	1	1	0	0	0	1	4.97	0	0		0	0
2–3%2	junk	structural	1	1	0	0	1	0	5.49	1	0		0	0
3(a	junk	structural	1	1	0	0	0	1	5.89	0	0		0	0
31(1	junk	structural	1	1	0	0	0	1	4.9	0	0		0	0
38(6	junk	structural	1	1	0	0	0	1	4.85	0	0		0	0
39(e	junk	structural	1	1	0	0	0	1	4.77	0	0		0	0
3pl	junk	structural	1	1	0	0	0	1	1.85	1	0		0	0
3ʳᵈ	junk	structural	1	1	0	0	0	1	0.0	0	0		0	0
48(1	junk	structural	1	1	0	0	0	1	4.79	0	0		0	0
59(3	junk	structural	1	1	0	0	0	1	4.7	1	0		0	0
62(1	junk	structural	1	1	0	0	0	1	4.64	1	0		0	0
670–700	junk	structural	1	1	0	0	1	0	2.75	0	0		0	0
71(1)(e	junk	structural	1	1	0	0	0	1	4.5	0	0		0	0
744.6(b	junk	structural	1	1	0	0	0	1	0.03	1	0		0	0
82(2	junk	structural	1	1	0	0	0	1	4.52	1	0		0	0
85(1	junk	structural	1	1	0	0	0	1	4.52	0	0		0	0
86(3	junk	structural	1	1	0	0	0	1	4.52	1	0		0	0
88(3)(a	junk	structural	1	1	0	0	0	1	4.52	0	0		0	0
95(2	junk	structural	1	1	0	0	0	1	4.48	0	0		0	0
96(1	junk	structural	1	1	0	0	0	1	4.48	1	0		0	0
a-352	junk	structural	1	1	0	0	0	1	3.35	1	1		0	0
a.	junk	structural	1	1	0	0	0	1	7.36	0	1		0	0
abolish	domain_term		1	1	0	0	0	1	3.48	0	0		0	0
abreast	domain_term		1	1	0	0	0	1	2.95	0	0		0	0
abuse	domain_term		1	1	0	0	0	1	4.66	0	0		0	0
abusive	domain_term		1	1	0	0	0	1	3.87	0	0		0	0
accede	domain_term		1	1	0	0	0	1	2.5	0	0		0	0
accelerating	domain_term		1	1	0	0	0	1	3.46	0	0	accelerate	0	0
accepted	named_entity	candidate	1	1	0	0	0	1	4.67	0	1	accept	1	0
accize	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
accord	domain_term		1	1	0	0	0	1	3.81	0	0		0	0
accordingly	domain_term		1	1	0	0	0	1	4.02	0	0		0	0
accountability	domain_term		1	1	0	0	0	1	3.91	0	0		0	0
accountants	named_entity	candidate	1	1	0	0	0	1	3.47	1	1		0	0
accra	named_entity	candidate	1	1	0	0	0	1	3.04	1	1		0	0
acknowledgment	domain_term		1	1	0	0	0	1	3.11	0	0		0	0
acquis	domain_term		1	1	0	0	0	1	1.72	0	0		0	0
acting	named_entity	candidate	1	1	1	0	0	0	4.82	0	1	act	1	0
activation	domain_term		1	1	0	0	0	1	3.83	0	0		0	0
actively	domain_term		1	1	0	0	0	1	4.23	0	0		0	0
add‑ons	junk	structural	1	1	0	0	1	0	3.55	0	0	add‑on	0	0
adhered	domain_term		1	1	0	0	0	1	3.12	0	0	adhere	0	0
adl	named_entity	candidate	1	1	0	0	0	1	2.76	1	1		0	0
administered	domain_term		1	1	0	0	0	1	3.96	0	0	administer	0	0
admissible	domain_term		1	1	0	0	0	1	2.87	0	0		0	0
adopters	local		1	1	0	1	0	0	2.85	0	0	adopter	0	0
adó-	junk	structural	1	1	0	0	0	1	0.0	0	1		0	0
aeocs	named_entity	candidate	1	1	0	0	0	1	0.0	0	1	aeoc	0	0
affidavit	domain_term		1	1	0	0	0	1	3.38	0	0		0	0
ahchoo	named_entity	candidate	1	1	1	0	0	0	0.0	1	1		0	0
ahh	named_entity	candidate	1	1	1	0	0	0	3.86	1	1		0	0
ahhh	named_entity	candidate	1	1	1	0	0	0	3.47	0	1		0	0
ahhhhhh	named_entity	candidate	1	1	1	0	0	0	2.25	1	1		0	0
airtight	local		1	1	0	1	0	0	2.95	0	0		0	0
akritidis	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
al	named_entity	candidate	1	1	0	0	0	1	5.16	1	0		0	0
alia	named_entity	candidate	1	1	0	0	0	1	3.12	1	0		0	0
aligning	domain_term		1	1	0	0	0	1	3.02	0	0	align	0	0
alka	named_entity	candidate	1	1	0	0	0	1	2.43	1	1		0	0
alleged	domain_term		1	1	0	0	0	1	4.37	0	0	allege	0	0
alleviates	domain_term		1	1	0	0	0	1	2.3	0	0	alleviate	0	0
alleys	local		1	1	0	1	0	0	3.06	0	0	alley	0	0
alliance	named_entity	candidate	1	1	0	0	0	1	4.4	1	1		0	0
amazon	named_entity	candidate	1	1	0	0	0	1	4.55	1	1		0	0
ambiguously	domain_term		1	1	0	0	0	1	2.33	0	0		0	0
amsterdam	named_entity	candidate	1	1	0	0	0	1	4.03	1	1		0	0
analog	domain_term		1	1	0	0	0	1	3.73	0	0		0	0
and/	junk	structural	1	1	0	0	0	1	7.41	1	0		0	0
andjim	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
animation	local		1	1	0	1	0	0	4.18	0	0		0	0
annette	named_entity	candidate	1	1	0	0	0	1	3.24	1	1		0	0
anything-	junk	structural	1	1	1	0	0	0	5.55	0	0		0	0
apologizer	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
apparel	domain_term		1	1	0	0	0	1	3.72	0	0		0	0
appeared	inflection_miss		1	1	1	0	0	0	4.83	0	0	appear	1	0
appointing	domain_term		1	1	0	0	0	1	3.33	0	0	appoint	0	0
approx	domain_term		1	1	0	0	1	0	3.51	0	0		0	0
arabic	named_entity	candidate	1	1	0	0	0	1	4.03	0	1		0	0
argh	named_entity	candidate	1	1	1	0	0	0	2.95	1	1		0	0
armenia	named_entity	candidate	1	1	0	0	0	1	3.56	1	1		0	0
artificially	domain_term		1	1	0	0	1	0	3.44	0	0		0	0
ascertained	domain_term		1	1	0	0	0	1	2.79	0	0		0	0
asian	named_entity	candidate	1	1	0	0	0	1	4.69	0	1		0	0
asking	inflection_miss		1	1	1	0	0	0	4.96	0	0	ask	1	0
ata	named_entity	candidate	1	1	0	0	0	1	3.04	1	1		0	0
athletic	named_entity	candidate	1	1	0	1	0	0	4.12	0	1		0	0
aud	named_entity	candidate	1	1	0	0	1	0	3.16	1	1		0	0
auditor	named_entity	candidate	1	1	0	0	1	0	3.48	1	1		0	0
auspices	domain_term		1	1	0	0	0	1	3.22	0	0	auspex	0	0
authorises	domain_term		1	1	0	0	0	1	2.11	0	0	authorise	0	0
authorizations	domain_term		1	1	0	0	0	1	2.48	0	0	authorization	0	0
autoritatea	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
avenues	domain_term		1	1	0	0	0	1	3.5	0	0	avenue	0	0
avert	domain_term		1	1	0	0	0	1	3.14	0	0		0	0
aviation	named_entity	candidate	1	1	0	0	0	1	4.17	1	1		0	0
avoidance	domain_term		1	1	0	0	0	1	3.54	0	0		0	0
aw	named_entity	candidate	1	1	0	0	0	1	4.13	1	1		0	0
awb	named_entity	candidate	1	1	0	0	0	1	2.21	1	1		0	0
awely	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
awoke	named_entity	candidate	1	1	1	0	0	0	3.15	1	0		0	0
azerbaijan	named_entity	candidate	1	1	0	0	0	1	3.48	1	1		0	0
b2c	junk	structural	1	1	0	0	1	0	2.45	1	1		0	0
baaed	junk	low_freq	1	1	1	0	0	0	0.0	0	0	baa	1	0
"back,""be"	junk	structural	1	1	1	0	0	0	5.97	0	0		0	0
backdrop	domain_term		1	1	0	0	0	1	3.58	0	0		0	0
backfiring	domain_term		1	1	0	0	1	0	2.38	0	0	backfire	0	0
backing	inflection_miss		1	1	0	0	0	1	4.23	0	0	back	1	0
backwardness	domain_term		1	1	0	0	0	1	2.28	0	0		0	0
bahamas	named_entity	candidate	1	1	0	0	1	0	3.53	1	1		0	0
bakers	domain_term		1	1	0	0	0	1	3.17	0	0	baker	0	0
balancer	local		1	1	1	0	0	0	2.29	0	0		0	0
balcony	local		1	1	0	1	0	0	3.78	0	0		0	0
banner	domain_term		1	1	0	0	1	0	4.12	0	0		0	0
barbosa	named_entity	candidate	1	1	0	0	0	1	2.55	1	1		0	0
barking	inflection_miss		1	1	1	0	0	0	3.51	0	0	bark	1	0
baseline	domain_term		1	1	0	0	0	1	3.7	0	0		0	0
bathing	inflection_miss		1	1	1	0	0	0	3.68	0	0	bath	1	0
beachs	junk	low_freq	1	1	1	0	0	0	0.0	0	0	beach	1	0
beemsterboer	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
beginners	local		1	1	0	1	0	0	3.52	0	0	beginner	0	0
belarus	named_entity	candidate	1	1	0	0	0	1	3.46	1	1		0	0
benchmarks	domain_term		1	1	0	0	0	1	3.27	0	0	benchmark	0	0
besuspariene	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
beverages	domain_term		1	1	0	0	1	0	3.6	0	0	beverage	0	0
bicyles	junk	low_freq	1	1	1	0	0	0	0.0	0	0	bicyle	0	0
biding	named_entity	candidate	1	1	0	0	0	1	2.5	1	1	bid	1	0
bielskiene	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
bien	named_entity	candidate	1	1	1	0	0	0	3.1	1	0		0	0
bilateral	domain_term		1	1	0	0	0	1	3.72	0	0		0	0
bin-	junk	structural	1	1	1	0	0	0	4.22	0	0		0	0
bippity	named_entity	candidate	1	1	1	0	0	0	1.52	1	1		0	0
blackman	named_entity	candidate	1	1	0	0	0	1	2.89	1	1		0	0
blocs	domain_term		1	1	0	0	0	1	2.68	0	0	bloc	0	0
blooming	inflection_miss		1	1	1	0	0	0	3.33	0	0	bloom	1	0
blowing	inflection_miss		1	1	1	0	0	0	4.2	0	0	blow	1	0
bobbed	local		1	1	1	0	0	0	2.38	0	0		0	0
boi	named_entity	candidate	1	1	0	0	0	1	3.4	1	1		0	0
bois	named_entity	candidate	1	1	0	0	0	1	3.35	0	1	boi	0	0
bolivia	named_entity	candidate	1	1	0	0	0	1	3.53	1	1		0	0
bolster	domain_term		1	1	0	0	0	1	3.31	0	0		0	0
bond-	junk	structural	1	1	1	0	0	0	4.59	0	0		0	0
bonita	named_entity	candidate	1	1	1	0	0	0	2.76	1	0		0	0
booming	inflection_miss		1	1	1	0	0	0	3.43	0	0	boom	1	0
boppity	named_entity	candidate	1	1	1	0	0	0	1.44	1	1		0	0
borrowing	inflection_miss		1	1	1	0	0	0	3.75	0	0	borrow	1	0
bowing	inflection_miss		1	1	1	0	0	0	3.15	0	0	bow	1	0
brainstorming	inflection_miss		1	1	1	0	0	0	2.92	0	0	brainstorm	1	0
branches	named_entity	candidate	1	1	0	0	0	1	4.21	1	1	branch	1	0
breakdown	domain_term		1	1	0	0	1	0	4.1	0	0		0	0
brookfield	named_entity	candidate	1	1	0	1	0	0	2.95	1	1		0	0
brunei	named_entity	candidate	1	1	0	0	1	0	3.19	1	1		0	0
brushing	inflection_miss		1	1	1	0	0	0	3.5	0	0	brush	1	0
brussels	named_entity	candidate	1	1	0	0	1	0	3.99	1	1		0	0
bti	named_entity	candidate	1	1	0	0	0	1	1.99	1	1		0	0
bucurești	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
bukowski	named_entity	candidate	1	1	0	0	0	1	2.51	1	1		0	0
burdensome	domain_term		1	1	0	0	0	1	2.85	0	0		0	0
bureau	named_entity	candidate	1	1	0	0	0	1	4.41	1	1		0	0
c-199/09	junk	structural	1	1	0	0	0	1	3.46	1	1		0	0
c-21/13	junk	structural	1	1	0	0	0	1	4.75	1	1		0	0
c-286/15	junk	structural	1	1	0	0	0	1	3.49	1	1		0	0
c-291/11	junk	structural	1	1	0	0	0	1	3.49	1	1		0	0
c-293/04	junk	structural	1	1	0	0	0	1	3.32	1	1		0	0
c-35/93	junk	structural	1	1	0	0	0	1	4.31	1	1		0	0
c-416/15	junk	structural	1	1	0	0	0	1	3.24	1	1		0	0
c-438/11	junk	structural	1	1	0	0	0	1	3.24	1	1		0	0
c-635/13	junk	structural	1	1	0	0	0	1	3.08	0	1		0	0
calculator	named_entity	candidate	1	1	0	0	1	0	3.56	1	1		0	0
calming	inflection_miss		1	1	1	0	0	0	3.35	0	0	calm	1	0
calmyou	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
cambodia	named_entity	candidate	1	1	0	0	1	0	3.71	1	1		0	0
cameroon	named_entity	candidate	1	1	0	0	0	1	3.53	1	1		0	0
capitalising	local		1	1	0	1	0	0	2.09	0	0	capitalise	0	0
carnet	named_entity	candidate	1	1	0	0	0	1	1.83	1	1		0	0
casual	local		1	1	0	1	0	0	4.23	0	0		0	0
categorical	domain_term		1	1	0	0	0	1	2.88	0	0		0	0
cater	domain_term		1	1	0	0	0	1	3.55	0	0		0	0
cbam	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
cbsa	named_entity	candidate	1	1	0	0	1	0	2.02	1	1		0	0
cc	named_entity	candidate	1	1	0	0	0	1	4.15	0	1		0	0
cefta	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
celsius	named_entity	candidate	1	1	0	1	0	0	3.29	0	1		0	0
centralisation	domain_term		1	1	0	0	0	1	2.36	0	0		0	0
ceramics	local		1	1	0	1	0	0	3.44	0	0	ceramic	0	0
certify	domain_term		1	1	0	0	0	1	3.08	0	0		0	0
changer	domain_term		1	1	0	0	0	1	3.46	0	0		0	0
charred	local		1	1	1	0	0	0	3.07	0	0		0	0
chartered	named_entity	candidate	1	1	0	0	0	1	3.66	1	1		0	0
chasing	local		1	1	1	0	0	0	4.12	0	0		0	0
chd	named_entity	candidate	1	1	0	0	0	1	2.5	1	1		0	0
checklist	local		1	1	0	1	0	0	3.45	0	0		0	0
checkpoints	domain_term		1	1	0	0	0	1	3.13	0	0	checkpoint	0	0
cherished	inflection_miss		1	1	1	0	0	0	3.41	0	0	cherish	1	0
chewy	named_entity	candidate	1	1	0	1	0	0	2.94	1	1		0	0
chile	named_entity	candidate	1	1	0	0	0	1	4.06	1	1		0	0
chinese	named_entity	candidate	1	1	0	0	0	1	5.01	1	1		0	0
christina	named_entity	candidate	1	1	0	0	0	1	3.82	1	1		0	0
chug	local		1	1	1	0	0	0	2.92	0	0		0	0
cif1	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
circuit	named_entity	candidate	1	1	0	0	0	1	4.47	1	1		0	0
circulars	domain_term		1	1	0	0	0	1	2.32	0	0	circular	0	0
circulate	domain_term		1	1	0	0	0	1	3.17	0	0		0	0
circumvention	domain_term		1	1	0	0	0	1	2.3	0	0		0	0
classifications	domain_term		1	1	0	0	0	1	3.18	0	0	classification	0	0
cleaner	local		1	1	1	0	0	0	3.9	0	0		0	0
cleverer	local		1	1	1	0	0	0	2.35	0	0		0	0
clingin	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
closing	local		1	1	0	1	0	0	4.46	0	0		0	0
cobbled	local		1	1	0	1	0	0	2.8	0	0		0	0
code(s	junk	structural	1	1	0	0	1	0	5.01	1	1		0	0
coefficients	domain_term		1	1	0	0	0	1	3.22	0	0	coefficient	0	0
coercive	domain_term		1	1	0	0	0	1	2.98	0	0		0	0
coexistence	domain_term		1	1	0	0	0	1	2.9	0	0		0	0
colder	inflection_miss		1	1	1	0	0	0	3.54	0	0	cold	1	0
coldstore	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
collector	named_entity	candidate	1	1	0	0	0	1	3.91	1	1		0	0
collisions	domain_term		1	1	0	0	0	1	3.39	0	0	collision	0	0
colombian	named_entity	candidate	1	1	0	0	0	1	3.57	0	1		0	0
coloring	inflection_miss		1	1	1	0	0	0	3.59	0	0	color	1	0
comeback	named_entity	candidate	1	1	0	1	0	0	4.05	1	1		0	0
comforted	inflection_miss		1	1	1	0	0	0	3.12	0	0	comfort	1	0
comical	domain_term		1	1	0	0	0	1	3.23	0	0		0	0
commercially	domain_term		1	1	0	0	0	1	3.67	0	0		0	0
como	local		1	1	1	0	0	0	3.2	0	0		0	0
compacts	local		1	1	0	1	0	0	2.42	0	0	compact	0	0
comparatively	domain_term		1	1	0	0	0	1	3.51	0	0		0	0
completeness	domain_term		1	1	0	0	0	1	3.13	0	0		0	0
complicates	domain_term		1	1	0	0	0	1	2.86	0	0	complicate	0	0
complications	domain_term		1	1	0	0	0	1	3.98	0	0	complication	0	0
complicity	domain_term		1	1	0	0	0	1	3.03	0	0		0	0
comprehension	domain_term		1	1	0	0	0	1	3.57	0	0		0	0
comprehensiveness	domain_term		1	1	0	0	0	1	1.97	0	0		0	0
compulsory	domain_term		1	1	0	0	0	1	3.7	0	0		0	0
computerisation	domain_term		1	1	0	0	0	1	1.61	0	0		0	0
computerization	domain_term		1	1	0	0	0	1	2.0	0	0		0	0
concessions	domain_term		1	1	0	0	0	1	3.65	0	0	concession	0	0
conditional	named_entity	candidate	1	1	0	0	0	1	3.59	0	1		0	0
confiscate	domain_term		1	1	0	0	0	1	2.93	0	0		0	0
confiscated	domain_term		1	1	0	0	1	0	3.48	0	0	confiscate	0	0
congratulations	named_entity	candidate	1	1	1	0	0	0	4.4	1	1	congratulation	1	0
cons	domain_term		1	1	0	0	0	1	3.76	0	0	con	0	0
consigned	domain_term		1	1	0	0	0	1	2.87	0	0		0	0
consignees	junk	low_freq	1	1	0	0	0	1	1.28	0	0	consignee	0	0
consolidated	domain_term		1	1	0	0	0	1	3.82	0	0		0	0
consumer.[10	junk	structural	1	1	0	0	1	0	4.49	0	0		0	0
consumers.[9	junk	structural	1	1	0	0	1	0	4.35	0	0		0	0
containers	named_entity	candidate	1	1	0	1	0	0	3.86	1	1	container	1	0
contamination	domain_term		1	1	0	0	0	1	3.7	0	0		0	0
contra	domain_term		1	1	0	0	0	1	3.31	0	0		0	0
cooing	inflection_miss		1	1	1	0	0	0	2.43	0	0	coo	1	0
cooked	inflection_miss		1	1	1	0	0	0	4.11	0	0	cook	1	0
cookies	named_entity	candidate	1	1	0	1	0	0	4.12	1	1	cooky	1	0
cookware	domain_term		1	1	0	0	0	1	2.58	0	0		0	0
copying	inflection_miss		1	1	0	0	0	1	3.68	0	0	copy	1	0
corrections	domain_term		1	1	0	0	0	1	3.69	0	0	correction	0	0
correlate	domain_term		1	1	0	0	0	1	3.2	0	0		0	0
costa	named_entity	candidate	1	1	0	0	0	1	4.15	1	1		0	0
counsel	named_entity	candidate	1	1	0	0	0	1	4.16	1	1		0	0
counterpart	domain_term		1	1	0	0	0	1	3.7	0	0		0	0
counterparties	domain_term		1	1	0	0	0	1	2.12	0	0	counterpartie	0	0
counterparts	domain_term		1	1	0	0	0	1	3.75	0	0	counterpart	0	0
cources	junk	low_freq	1	1	0	0	0	1	0.0	0	0	cource	0	0
cpd	named_entity	candidate	1	1	0	0	0	1	2.8	1	1		0	0
cpma	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
crease	local		1	1	0	1	0	0	3.31	0	0		0	0
crisp	local		1	1	0	1	0	0	3.7	0	0		0	0
critically	domain_term		1	1	0	0	0	1	3.88	0	0		0	0
croatia	named_entity	candidate	1	1	0	0	1	0	3.74	1	1		0	0
crossbar	local		1	1	0	1	0	0	2.79	0	0		0	0
"cub---""be"	junk	structural	1	1	1	0	0	0	3.49	0	0		0	0
cuba	named_entity	candidate	1	1	0	0	1	0	4.13	1	1		0	0
cumbersome	domain_term		1	1	0	0	0	1	3.16	0	0		0	0
custax	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
cutting	local		1	1	1	0	0	0	4.61	0	0		0	0
d	junk	structural	1	1	0	0	0	1	5.46	1	0		0	0
d'avocats	junk	structural	1	1	0	0	0	1	1.21	1	0		0	0
d.	junk	structural	1	1	0	0	0	1	5.46	1	1		0	0
database	named_entity	candidate	1	1	0	0	0	1	4.31	1	1		0	0
dataline	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
davidson	named_entity	candidate	1	1	0	0	0	1	3.8	1	1		0	0
daydreaming	inflection_miss		1	1	1	0	0	0	2.87	0	0	daydream	1	0
deader	local		1	1	1	0	0	0	1.99	0	0		0	0
dearth	domain_term		1	1	0	0	0	1	2.92	0	0		0	0
debtor	domain_term		1	1	0	0	0	1	3.08	0	0		0	0
declarants	junk	low_freq	1	1	0	0	0	1	0.0	0	0	declarant	0	0
deducting	domain_term		1	1	0	0	0	1	2.51	0	0	deduct	0	0
deepens	local		1	1	0	1	0	0	2.75	0	0	deepen	0	0
default	domain_term		1	1	0	0	1	0	4.29	0	0		0	0
defective	domain_term		1	1	0	0	0	1	3.57	0	0		0	0
defensive	local		1	1	0	1	0	0	4.38	0	0		0	0
deferment	domain_term		1	1	0	0	0	1	2.34	0	0		0	0
deficit	domain_term		1	1	0	0	1	0	4.06	0	0		0	0
deflection	local		1	1	0	1	0	0	3.22	0	0		0	0
deforestation	domain_term		1	1	0	0	0	1	3.2	0	0		0	0
deliberations	domain_term		1	1	0	0	0	1	3.17	0	0	deliberation	0	0
delineating	domain_term		1	1	0	0	0	1	2.22	0	0	delineate	0	0
delivered	named_entity	candidate	1	1	0	0	0	1	4.62	1	1	deliver	1	0
dell’agenzia	junk	structural	1	1	0	0	0	1	0.0	1	0		0	0
demanding	inflection_miss		1	1	0	0	0	1	4.13	0	0	demand	1	0
denmark	named_entity	candidate	1	1	0	0	0	1	4.04	1	1		0	0
deployed	domain_term		1	1	0	0	0	1	4.03	0	0	deploy	0	0
deploying	domain_term		1	1	0	0	0	1	3.32	0	0	deploy	0	0
depositaries	junk	low_freq	1	1	0	0	0	1	0.0	0	0	depositary	0	0
depositories	named_entity	candidate	1	1	0	0	0	1	1.81	0	1	depository	0	0
depriving	domain_term		1	1	0	0	0	1	3.02	0	0	deprive	0	0
dereviankine	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
deterioration	domain_term		1	1	0	0	0	1	3.43	0	0		0	0
developers	local		1	1	0	1	0	0	4.22	0	0	developer	0	0
diagonal	domain_term		1	1	0	0	0	1	3.36	0	0		0	0
differ	domain_term		1	1	0	0	0	1	4.03	0	0		0	0
different--	junk	structural	1	1	1	0	0	0	5.59	1	0		0	0
ding	local		1	1	1	0	0	0	3.63	0	0		0	0
dinos	local		1	1	1	0	0	0	2.52	0	0		0	0
directorate	named_entity	candidate	1	1	0	0	0	1	3.41	1	1		0	0
direcţia	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
direcția	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
disapointed	local		1	1	1	0	0	0	1.87	0	0		0	0
discharging	domain_term		1	1	0	0	0	1	2.97	0	0	discharge	0	0
discontinue	domain_term		1	1	0	0	0	1	3.11	0	0		0	0
discontinuing	domain_term		1	1	0	0	0	1	2.58	0	0	discontinue	0	0
discouraged	local		1	1	1	0	0	0	3.62	0	0		0	0
discrepancies	domain_term		1	1	0	0	0	1	3.19	0	0	discrepancy	0	0
disgusted	inflection_miss		1	1	1	0	0	0	3.57	0	0	disgust	1	0
dislocation	domain_term		1	1	0	0	1	0	2.87	0	0		0	0
dispatched	domain_term		1	1	0	0	0	1	3.61	0	0	dispatch	0	0
disruption	domain_term		1	1	0	0	0	1	3.71	0	0		0	0
distinguishes	domain_term		1	1	0	0	0	1	3.16	0	0	distinguish	0	0
disturbed	inflection_miss		1	1	1	0	0	0	3.8	0	0	disturb	1	0
dogs	inflection_miss		1	1	1	0	0	0	4.77	1	0	dog	1	0
dominican	named_entity	candidate	1	1	0	0	0	1	3.65	1	1		0	0
donald	named_entity	candidate	1	1	0	0	1	0	4.46	1	1		0	0
drainage	local		1	1	0	1	0	0	3.77	0	0		0	0
drinking	inflection_miss		1	1	1	0	0	0	4.71	0	0	drink	1	0
dubbed	domain_term		1	1	0	0	0	1	3.81	0	0	dub	0	0
dubouchet	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
dunántúli	junk	low_freq	1	1	0	0	0	1	0.0	0	0		0	0
duplication	domain_term		1	1	0	0	0	1	3.16	0	0		0	0
durability	local		1	1	0	1	0	0	3.45	0	0		0	0
dutiable	junk	low_freq	1	1	0	0	0	1	1.27	0	0		0	0
duty/	junk	structural	1	1	0	0	0	1	4.71	0	0		0	0
ea	named_entity	candidate	1	1	0	0	0	1	3.81	1	1		0	0
eachother	local		1	1	1	0	0	0	3.24	0	0		0	0
ec	named_entity	candidate	1	1	0	0	0	1	3.7	1	1		0	0
ecosystem	local		1	1	0	1	0	0	3.78	0	0		0	0
eeeew	named_entity	candidate	1	1	1	0	0	0	0.0	1	1		0	0
effectiveness	domain_term		1	1	0	0	0	1	4.05	0	0		0	0
efficiencies	domain_term		1	1	0	0	0	1	3.19	0	0	efficiency	0	0
egypt	named_entity	candidate	1	1	0	0	0	1	4.45	1	1		0	0
eh	named_entity	candidate	1	1	1	0	0	0	4.26	0	1		0	0
eisbein	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
el	named_entity	candidate	1	1	1	0	0	0	4.56	1	0		0	0
eligibility	domain_term		1	1	0	0	0	1	3.75	0	0		0	0
empowerment	domain_term		1	1	0	0	0	1	3.54	0	0		0	0
encompass	domain_term		1	1	0	0	0	1	3.27	0	0		0	0
encyclopedia	named_entity	candidate	1	1	0	0	0	1	3.52	1	1		0	0
