sublist	family_head	action	eo_root	eo_word	eo_gloss	flag	head_pos	head_in_lexicon	n_forms	n_new	n_present	forms_new	forms_present	component_roots	alt_candidates	proposed_tier	cefr	decision	notes
6	cooperate	LINK	kunag	kunagi	to cooperate	ok	VERB	2	13	11	2	co-operate:VERB;co-operated:ADJ;co-operates:NOUN;co-operation:NOUN;co-operative:ADJ;co-operatively:ADV;cooperated:VERB;cooperates:NOUN;cooperating:VERB;cooperative:ADJ;cooperatively:ADV	cooperate(2);cooperation(2)		kunhelpi, kunlabori	3	C1		head already in lexicon (tier 2)
6	discriminate	NEW	disting	distingi	to differentiate, discern, discriminate, distinguish, mark	ok	VERB	no	5	5	0	discriminate:VERB;discriminated:VERB;discriminates:VERB;discriminating:VERB;discrimination:NOUN			diskriminacii, diskrimini	3	C1		
6	display	LINK	pomp	pompo	display, pomp, splendor	ok	VERB	2	4	3	1	displayed:VERB;displaying:VERB;displays:NOUN	display(2)		ekrano, eksponi, elmontraĵo, elmontri, elmontro	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	diverse	LINK	divers	diversa	different, diverse, varied, various, sundry, miscellaneous	ok	ADJ	no	8	8	0	diverse:ADJ;diversely:ADV;diversification:NOUN;diversified:VERB;diversifies:NOUN;diversify:VERB;diversifying:VERB;diversity:NOUN			diverskultura, multspeca	3	C1		
6	domain	LINK	bien	bieno	domain, estate, farm, property, ranch, land, ground(s)	ok	NOUN	no	2	2	0	domain:NOUN;domains:NOUN			domajno, variejo	3	C1		
6	edit	LINK	eldon	eldoni	to issue, publish, edit, release	ok	NOUN	2	10	7	3	edited:VERB;editing:VERB;editions:NOUN;editorial:NOUN;editorials:NOUN;editors:NOUN;edits:NOUN	edit(2);edition(2);editor(2)		editori, redakta, redakti, redakto	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	enhance	LINK	plibonig	plibonigi	to ameliorate, improve, reform, enhance, upgrade	ok	NOUN	2	5	4	1	enhanced:VERB;enhancement:NOUN;enhances:VERB;enhancing:VERB	enhance(2)		plimultigi	3	C1		head already in lexicon (tier 2)
6	estate	LINK	bien	bieno	domain, estate, farm, property, ranch, land, ground(s)	ok	NOUN	2	2	1	1	estates:NOUN	estate(2)		nemoveblaĵo, postlasaĵo	3	C1		head already in lexicon (tier 2)
6	exceed	LINK	super	superi	to exceed, excel, prevail, surpass, outdo, top, be superior to	ok	VERB	no	4	4	0	exceed:VERB;exceeded:VERB;exceeding:VERB;exceeds:NOUN				3	C1		
6	expert	LINK	lert	lerta	able, adroit, clever, dexterous, skillful, expert, talented, handy	ok	NOUN	2	4	3	1	expertise:VERB;expertly:ADV;experts:NOUN	expert(2)		eksperta, ekspertisto, eksperto, ekzercita, fakulo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	explicit	LINK	klar	klara	clear, distinct, plain, explicit, lucid, manifest	ok	ADJ	no	2	2	0	explicit:ADJ;explicitly:ADV			eksplicita	3	C1		
6	federal	LINK	feder	federa	federal, federative	ok	ADJ	2	3	2	1	federation:NOUN;federations:NOUN	federal(2)		federacia, federala	3	C1		head already in lexicon (tier 2)
6	fee	LINK	honorari	honorario	fee, honorarium, remuneration	compound	NOUN	2	2	1	1	fees:NOUN	fee(2)	honor+ari		3	C1		head already in lexicon (tier 2)
6	flexible	LINK	fleks	fleksa	flexible	ok	ADJ	2	4	3	1	flexibility:NOUN;inflexibility:NOUN;inflexible:ADJ	flexible(2)		fleksebla, fleksia, fleksiebla, fleksiĝema	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	furthermore	LINK	plu	plue	besides, furthermore, in addition, moreover, further	ok	ADV	2	1	0	1		furthermore(2)		krome	3	C1		head already in lexicon (tier 2); single-form family (head only)
6	gender	NEW	genr	genro	gender, genus	ok	NOUN	no	2	2	0	gender:NOUN;genders:NOUN			sekso	3	C1		
6	ignorant	LINK	malkler	malklera	dull, stupid, ignorant, illiterate, uncultured, uneducated, simple	ok	ADJ	2	6	3	3	ignored:VERB;ignores:VERB;ignoring:VERB	ignorant(2);ignorance(2);ignore(2)			3	C1		head already in lexicon (tier 2)
6	incentive	LINK	kaŭz	kaŭzo	cause, reason, incentive, motive	ok	NOUN	no	2	2	0	incentive:NOUN;incentives:NOUN			motivo, stimulo	3	C1		
6	incidence					no_match	NOUN	no	4	3	1	incidence:NOUN;incidentally:ADV;incidents:NOUN	incident(2)			3	C1		
6	incorporate	NEW	enkorpig	enkorpigi	to embed, incorporate, embody	ok	VERB	no	5	5	0	incorporate:VERB;incorporated:VERB;incorporates:VERB;incorporating:VERB;incorporation:NOUN			inkludi	3	C1		
6	index	LINK	indic	indico	index, indicant	ok	NOUN	2	4	3	1	indexed:VERB;indexes:NOUN;indexing:NOUN	index(2)		indeksi, indekso, nomaro, tabelo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	inhibit	NEW	inhib	inhibi	to inhibit	ok	VERB	no	6	6	0	inhibit:VERB;inhibited:VERB;inhibiting:VERB;inhibition:NOUN;inhibitions:NOUN;inhibits:NOUN			inhibicii, malebligi, malhelpi	3	C1		multiple EO senses — verify anchor
6	initiate	NEW	inic	inici	to introduce to, let into, initiate	ok	VERB	no	10	9	1	initiate:VERB;initiated:VERB;initiates:VERB;initiating:VERB;initiation:NOUN;initiations:NOUN;initiatives:NOUN;initiator:NOUN;initiators:NOUN	initiative(2)		adepto, iniciati, inicito	3	C1		multiple EO senses — verify anchor
6	input	NEW	enig	enigi	to enter, input, put in, insert	ok	VERB	no	2	2	0	input:VERB;inputs:NOUN			enigaj, enigajn, enigo	3	C1		multiple EO senses — verify anchor
6	instruct	NEW	edukad	edukadi	to educate, instruct	ok	VERB	no	9	7	2	instruct:VERB;instructed:VERB;instructing:VERB;instructions:NOUN;instructive:ADJ;instructors:NOUN;instructs:VERB	instruction(2);instructor(2)		instrui, instrukcii, komisii	3	C1		multiple EO senses — verify anchor
6	intelligent	LINK	inteligent	inteligenta	intelligent, sagacious	ok	ADJ	2	4	2	2	intelligently:ADV;unintelligent:NOUN	intelligent(2);intelligence(2)			3	C1		head already in lexicon (tier 2)
6	interval	LINK	paŭz	paŭzo	break, intermission, pause, recess, interval, rest, stop	ok	NOUN	no	2	2	0	interval:NOUN;intervals:NOUN			interspaco, intertempo, intervalo	3	C1		multiple EO senses — verify anchor
6	lecture	LINK	lekci	lekcii	to lecture	ok	NOUN	2	6	5	1	lectured:VERB;lecturer:NOUN;lecturers:NOUN;lectures:NOUN;lecturing:VERB	lecture(2)		lekcio, parolado, prelegi, prelego, referi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	migrate	LINK	migr	migri	to migrate, roam, wander, wander about, travel about	ok	NOUN	no	9	9	0	migrate:NOUN;migrant:NOUN;migrants:NOUN;migrated:VERB;migrates:VERB;migrating:NOUN;migration:NOUN;migrations:NOUN;migratory:NOUN			migrigi	3	C1		
6	minimum	LINK	minimum	minimuma	minimal, minimum	ok	ADJ	2	1	0	1		minimum(2)		minimumo	3	C1		head already in lexicon (tier 2); single-form family (head only)
6	ministry	NEW	ordin	ordino	holy order, ministry	ok	NOUN	no	5	5	0	ministry:NOUN;ministered:VERB;ministerial:NOUN;ministering:VERB;ministries:NOUN			ministerio, ministraro, ministrejo, pastrado, pastreco	3	C1		multiple EO senses — verify anchor
6	motive	LINK	kaŭz	kaŭzo	cause, reason, incentive, motive	ok	NOUN	no	9	9	0	motive:NOUN;motivate:VERB;motivated:VERB;motivates:NOUN;motivating:VERB;motivation:NOUN;motivations:NOUN;motives:NOUN;unmotivated:VERB			motivo, moviga, tialo	3	C1		multiple EO senses — verify anchor
6	neutral	NEW	neŭtr	neŭtra	neuter, neutral	ok	ADJ	no	12	12	0	neutral:ADJ;neutralisation:NOUN;neutralise:VERB;neutralised:VERB;neutralises:NOUN;neutralising:VERB;neutrality:NOUN;neutralization:NOUN;neutralize:VERB;neutralized:VERB;neutralizes:VERB;neutralizing:VERB			eksterpartia, nepartia, neŭtrala, senpartia	3	C1		multiple EO senses — verify anchor
6	nevertheless	LINK	tam	tamen	but, however, nevertheless, yet, notwithstanding, still	ok	ADJ	2	1	0	1		nevertheless(2)		malgraŭe	3	C1		head already in lexicon (tier 2); single-form family (head only)
6	overseas	LINK	fremdland	fremdlanda	alien, foreign, offshore, overseas	ok	ADV	2	1	0	1		overseas(2)		transmara, transmare	3	C1		head already in lexicon (tier 2); single-form family (head only)
6	precede	LINK	antaŭ	antaŭi	to precede	ok	VERB	no	7	7	0	precede:VERB;preceded:VERB;precedence:NOUN;precedent:NOUN;precedes:NOUN;preceding:VERB;unprecedented:ADJ			antaŭiri, antaŭveni	3	C1		
6	presume	LINK	supoz	supozi	to assume, guess, presume, suppose, surmise	ok	VERB	no	8	8	0	presume:VERB;presumably:ADV;presumed:VERB;presumes:NOUN;presuming:VERB;presumption:NOUN;presumptions:NOUN;presumptuous:ADJ			antaŭpremisi, antaŭsupozi, pretendi	3	C1		multiple EO senses — verify anchor
6	rational	LINK	raci	racia	rational, sane, reasonable	ok	NOUN	no	16	16	0	rational:NOUN;irrational:ADJ;rationalisation:NOUN;rationalisations:NOUN;rationalise:VERB;rationalised:VERB;rationalises:VERB;rationalising:VERB;rationalism:NOUN;rationality:NOUN;rationalization:NOUN;rationalizations:NOUN;rationalize:VERB;rationalized:VERB;rationalizes:VERB;rationally:ADV			racionala	3	C1		
6	recover	LINK	ripar	ripari	to fix, repair, mend, redress, amend, restore, recover	ok	VERB	2	6	4	2	recoverable:ADJ;recovered:VERB;recovering:VERB;recovers:NOUN	recover(2);recovery(2)		bonsani, reakiri, reboniĝi, resaniĝi, retrovi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	reveal	LINK	konig	konigi	to divulge, let know, reveal	ok	VERB	2	6	5	1	revealed:VERB;revealing:VERB;reveals:VERB;revelation:NOUN;revelations:NOUN	reveal(2)		malkaŝi, malkovri, publikigi, revelacii, riveli	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	scope	LINK	region	regiono	region, scope, district, tract (of land)	ok	NOUN	no	1	1	0	scope:NOUN			amplekso	3	C1		single-form family (head only)
6	subsidy	NEW	subvenci	subvencio	grant, subsidy	ok	NOUN	no	11	11	0	subsidy:NOUN;subsidiary:NOUN;subsidies:NOUN;subsidise:VERB;subsidised:VERB;subsidises:NOUN;subsidising:VERB;subsidize:VERB;subsidized:VERB;subsidizes:NOUN;subsidizing:VERB				3	C1		
6	tape	LINK	bend	bendi	to tape	ok	NOUN	2	4	3	1	taped:VERB;tapes:NOUN;taping:VERB	tape(2)		bendo, bendskribi, glubendo, kotonrubando, rubando	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	trace	NEW	paŭs	paŭsi	to slavishly reproduce, trace	ok	NOUN	no	5	5	0	trace:NOUN;traceable:ADJ;traced:VERB;traces:NOUN;tracing:VERB			limdifini, postsigno, sekvosigno, spuri, spuro	3	C1		multiple EO senses — verify anchor
6	transform	LINK	aliig	aliigi	to alter, change, turn, modify, transform (sth into sth)	ok	VERB	2	6	5	1	transformation:NOUN;transformations:NOUN;transformed:VERB;transforming:VERB;transforms:VERB	transform(2)		aliformigi, aliformigiiĝo, konverti, metamorfozi, transformi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	transport	LINK	transig	transigi	to pass, transmit, transport, transfer	ok	NOUN	2	7	5	2	transported:VERB;transporter:NOUN;transporters:NOUN;transporting:VERB;transports:NOUN	transport(2);transportation(2)		transporti, transportilo, transporto, veturigi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	underlie	NEW	subten	subteni	to abet, support, sustain, maintain, shore up, underlie	ok	VERB	no	4	4	0	underlie:VERB;underlay:NOUN;underlies:NOUN;underlying:VERB			subtavoli	3	C1		
6	utilise	NEW	utilig	utiligi	to make use of, turn to good account, utilize	ok	VERB	no	14	14	0	utilise:VERB;utilisation:NOUN;utilised:VERB;utiliser:NOUN;utilisers:NOUN;utilises:VERB;utilising:VERB;utilities:NOUN;utility:NOUN;utilization:NOUN;utilize:VERB;utilized:VERB;utilizes:VERB;utilizing:VERB			ekspluati	3	C1		anchored via US spelling (utilise→utilize)
7	adapt	LINK	adapt	adapti	to accommodate, adapt, adjust, attune, fix, fit, mount, place, tune	ok	VERB	2	9	8	1	adaptability:NOUN;adaptable:ADJ;adaptation:NOUN;adaptations:NOUN;adapted:VERB;adapting:VERB;adaptive:ADJ;adapts:NOUN	adapt(2)		adepti, akomodi, alaranĝi, alfari, alkonformigi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	adult	LINK	adolt	adolto	adult	ok	NOUN	1/2	3	2	1	adulthood:NOUN;adults:NOUN	adult(1/2)		adultaĵo, maturaĝa, maturulo, plenaĝa, plenaĝulo	3	C1		head already in lexicon (tier 1/2); multiple EO senses — verify anchor
7	advocate	LINK	propon	proponi	to propose, offer, advocate, suggest	ok	VERB	no	5	5	0	advocate:VERB;advocacy:NOUN;advocated:VERB;advocates:NOUN;advocating:VERB			advokati, advokato, defendisto, partiano, porbatalanto	3	C1		multiple EO senses — verify anchor
7	aid	LINK	help	helpi	to accommodate, aid, assist, help	ok	NOUN	2	5	4	1	aided:VERB;aiding:VERB;aids:NOUN;unaided:ADJ	aid(2)		asistanto, asisti, asisto, helpanto, helpilo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	channel	LINK	tub	tubo	barrel, channel, pipe, tube, conduit, duct, stem	ok	NOUN	2	4	3	1	channelled:VERB;channelling:VERB;channels:NOUN	channel(2)		babilejo, kanalo, markolo, ŝanelo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	chemical	LINK	kemi	kemia	chemical	ok	ADJ	2	3	2	1	chemically:ADV;chemicals:NOUN	chemical(2)		ĥemia, ĥemiaĵo, kemiaĵo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	classic	LINK	klasik	klasika	classic, classical	ok	NOUN	2	3	1	2	classics:NOUN	classic(2);classical(2)		klasikaĵo	3	C1		head already in lexicon (tier 2)
7	comprehensive	LINK	ampleks	ampleksa	ample, bulky, extensive, comprehensive	ok	NOUN	3	2	1	1	comprehensively:ADV	comprehensive(3)		multampleksa	3	C1		head already in lexicon (tier 3)
7	comprise	LINK	enhav	enhavi	to comprise, contain, include, hold	ok	VERB	no	4	4	0	comprise:VERB;comprised:VERB;comprises:VERB;comprising:VERB			ampleksi	3	C1		
7	confirm	LINK	jesig	jesigi	to certify, confirm	ok	VERB	2	5	4	1	confirmation:NOUN;confirmed:VERB;confirming:VERB;confirms:VERB	confirm(2)		definitivigi, konfermi, konfirmacii, konfirmi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	contrary	LINK	mal	mala	contrary, opposite, converse	ok	ADJ	no	2	2	0	contrary:ADJ;contrarily:ADV			konflikta, kontraŭa, male	3	C1		multiple EO senses — verify anchor
7	convert	LINK	konvert	konverti	to convert, proselytize, transform	ok	VERB	2	7	6	1	conversion:NOUN;conversions:NOUN;converted:VERB;convertible:ADJ;converting:VERB;converts:NOUN	convert(2)		konvertiĝi, konvertito, prozelito	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	couple	LINK	du	duo	couple, pair	ok	NOUN	2	4	3	1	coupled:VERB;couples:NOUN;coupling:VERB	couple(2)		duopo, geedzoj, kopli, kunigi, kupli	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	decade	LINK	dekad	dekado	decade	ok	NOUN	2	2	1	1	decades:NOUN	decade(2)		jardeko	3	C1		head already in lexicon (tier 2)
7	definite	LINK	nepr	nepri	to be absolute, definite	ok	ADJ	2	5	3	2	definitive:ADJ;indefinite:ADJ;indefinitely:ADV	definite(2);definitely(2)		definitiva, difinita, difinitiva, eksterduba	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	deny	LINK	ne	nei	to deny, say no, disown, repudiate, negate	ok	VERB	2	8	7	1	deniable:ADJ;denial:NOUN;denials:NOUN;denied:VERB;denies:VERB;denying:VERB;undeniable:ADJ	deny(2)		fornei, malkonfesi, malkonfirmi, malkonsenti, negi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	differentiate	NEW	deriv	derivi	to derive, differentiate	ok	VERB	no	5	5	0	differentiate:VERB;differentiated:VERB;differentiates:NOUN;differentiating:VERB;differentiation:NOUN			diferenciali, diferencigi, distingi	3	C1		multiple EO senses — verify anchor
7	dispose	NEW	destin	destini	to assign, consign, designate, destine, dispose, earmark, ordain	ok	VERB	no	6	6	0	dispose:VERB;disposable:ADJ;disposal:NOUN;disposed:VERB;disposes:NOUN;disposing:VERB			disponi, dispozicii, malokupi	3	C1		multiple EO senses — verify anchor
7	dynamic	NEW	dinamik	dinamika	dynamic	compound	ADJ	no	3	3	0	dynamic:ADJ;dynamically:ADV;dynamics:NOUN		din+amik	pasperkuta, rultempa	3	C1		
7	eliminate	NEW	elmet	elmeti	to eliminate, expose, show goods	ok	VERB	no	5	5	0	eliminate:VERB;eliminated:VERB;eliminates:NOUN;eliminating:VERB;elimination:NOUN			elimini, forigi	3	C1		
7	empirical	NEW	empiri	empiria	empirical, objective	ok	ADJ	no	3	3	0	empirical:ADJ;empirically:ADV;empiricism:NOUN				3	C1		
7	equip	LINK	ekip	ekipi	to equip, outfit	ok	NOUN	no	5	4	1	equip:NOUN;equipped:VERB;equipping:VERB;equips:NOUN	equipment(2)		garni	3	C1		
7	extract	LINK	ĉerp	ĉerpi	to bail, draw (water), excerpt, extract, spoon	ok	VERB	no	5	5	0	extract:VERB;extracted:VERB;extracting:VERB;extraction:NOUN;extracts:VERB			detiri, ekstrakti, ekstrakto, elpremi, elpreni	3	C1		multiple EO senses — verify anchor
7	file	LINK	ar	aro	collection, group, set, bunch, cluster, file, pool; are (100 square meters)	ok	NOUN	2	4	3	1	filed:VERB;files:NOUN;filing:VERB	file(2)		arkivo, deponi, dosiero, fajli, fajlilo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	finite	NEW	fini	finia	finite	ok	NOUN	no	3	3	0	finite:NOUN;infinite:VERB;infinitely:ADV			finitivo, limhava	3	C1		
7	foundation	LINK	fund	fundo	bottom, foundation, ground	ok	NOUN	no	2	2	0	foundation:NOUN;foundations:NOUN			fondaĵo, fondiĝo, fundamento, subkonstruaĵo	3	C1		multiple EO senses — verify anchor
7	globe	LINK	glob	globo	ball, ball bearing, globe, billiard ball, sphere	ok	NOUN	no	5	4	1	globe:NOUN;globalisation:NOUN;globalization:NOUN;globally:ADV	global(2)		globuso, terglobo	3	C1		
7	grade	LINK	not	noto	annotation, note, grade, memorandum, bulletin, mark	ok	NOUN	2	4	3	1	graded:VERB;grades:NOUN;grading:VERB	grade(2)		grado, graduso, rango, verticgrado	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	guarantee	LINK	aval	avalo	guarantee (of payment), backing	ok	NOUN	2	4	3	1	guaranteed:VERB;guaranteeing:VERB;guarantees:VERB	guarantee(2)		delkredero, garantia, garantiaĵo, garantii, garantio	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	hierarchy	NEW	hierarki	hierarkio	hierarchy	ok	NOUN	no	3	3	0	hierarchy:NOUN;hierarchical:ADJ;hierarchies:NOUN			hierarĥio	3	C1		
7	identical	LINK	ident	identa	identical	ok	ADJ	2	2	1	1	identically:ADV	identical(2)			3	C1		head already in lexicon (tier 2)
7	ideology	NEW	ideologi	ideologio	ideology	ok	NOUN	no	4	4	0	ideology:NOUN;ideological:ADJ;ideologically:ADV;ideologies:NOUN				3	C1		
7	infer	LINK	implik	impliki	to entangle, implicate, infer	ok	NOUN	no	6	6	0	infer:NOUN;inference:NOUN;inferences:NOUN;inferred:VERB;inferring:VERB;infers:NOUN			indukti, konkludi	3	C1		
7	innovate					no_match	VERB	no	9	9	0	innovate:VERB;innovated:VERB;innovates:VERB;innovating:VERB;innovation:NOUN;innovations:NOUN;innovative:ADJ;innovator:NOUN;innovators:NOUN				3	C1		
7	insert	LINK	anig	anigu	include, insert	ok	NOUN	2	5	4	1	inserted:VERB;inserting:NOUN;insertion:NOUN;inserts:NOUN	insert(2)		enigi, eniĝi, enmeti, enmeto, enmetu	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	intervene	NEW	interven	interveni	to interfere, intervene	ok	VERB	no	6	6	0	intervene:VERB;intervened:VERB;intervenes:NOUN;intervening:VERB;intervention:NOUN;interventions:NOUN				3	C1		
7	isolate	NEW	izol	izoli	to insulate, isolate, seclude	ok	VERB	no	6	6	0	isolate:VERB;isolated:VERB;isolates:NOUN;isolating:VERB;isolation:NOUN;isolationism:NOUN				3	C1		
7	media	LINK	prikomunikil	prikomunikila	media, about media	ok	NOUN	2	1	0	1		media(2)		amaskomunikiloj, aŭdvidaĵo	3	C1		head already in lexicon (tier 2); single-form family (head only)
7	mode	LINK	mod	modo	fashion, mode, mood	ok	NOUN	no	2	2	0	mode:NOUN;modes:VERB			maniero, moduso, reĝimo	3	C1		multiple EO senses — verify anchor
7	paradigm	NEW	paradigm	paradigmo	paradigm	ok	NOUN	no	2	2	0	paradigm:NOUN;paradigms:NOUN				3	C1		
7	phenomenon	LINK	fenomen	fenomeno	phenomenon	ok	NOUN	2	3	2	1	phenomena:NOUN;phenomenal:ADJ	phenomenon(2)			3	C1		head already in lexicon (tier 2)
7	priority	LINK	antaŭec	antaŭeco	precedence, priority	ok	NOUN	2	12	11	1	priorities:NOUN;prioritisation:NOUN;prioritise:VERB;prioritised:VERB;prioritises:NOUN;prioritising:VERB;prioritization:NOUN;prioritize:VERB;prioritized:VERB;prioritizes:NOUN;prioritizing:VERB	priority(2)		prioritata, prioritato	3	C1		head already in lexicon (tier 2)
7	prohibit	NEW	tabu	tabui	to make taboo, prohibit, outlaw	ok	NOUN	no	7	7	0	prohibit:NOUN;prohibited:VERB;prohibiting:VERB;prohibition:NOUN;prohibitions:NOUN;prohibitive:ADJ;prohibits:VERB			malebligi, malpermesi, prohibi	3	C1		multiple EO senses — verify anchor
7	publication	LINK	eldonaĵ	eldonaĵo	publication	ok	NOUN	2	2	1	1	publications:NOUN	publication(2)		publikigo	3	C1		head already in lexicon (tier 2)
7	quote	LINK	cit	citi	to cite, quote, mention	ok	INTJ	2	6	4	2	quotations:NOUN;quoted:VERB;quotes:NOUN;quoting:VERB	quote(2);quotation(2)		citaĵo, citilo	3	C1		head already in lexicon (tier 2)
7	release	LINK	las	lasi	to allow, leave, let, release, quit	ok	NOUN	2	4	3	1	released:VERB;releases:NOUN;releasing:VERB	release(2)		eldona, eldonaj, eldoni, eldono, ellasi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	reverse	LINK	invers	inversa	inverse, inverted, reverse, reversed	ok	VERB	2	8	7	1	irreversible:ADJ;reversal:NOUN;reversals:NOUN;reversed:VERB;reverses:NOUN;reversible:ADJ;reversing:VERB	reverse(2)		dorsflanko, inversaĵo, inversigi, malantaŭenigi, malprogresigi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	simulate	NEW	simul	simuli	to dissemble, feign, pretend, simulate	ok	VERB	no	5	5	0	simulate:VERB;simulated:VERB;simulates:NOUN;simulating:VERB;simulation:NOUN			ŝajniga, ŝajnigi	3	C1		
7	sole	LINK	nur	nura	mere, solitary, sole, pure	ok	NOUN	no	2	2	0	sole:NOUN;solely:ADV			piedplato, plando, plandumo, sola, soleo	3	C1		multiple EO senses — verify anchor
7	somewhat	LINK	iom	iom	a little, rather, some, somewhat, to some extent, a bit	ok	ADV	2	1	0	1		somewhat(2)			3	C1		head already in lexicon (tier 2); single-form family (head only)
7	submit	LINK	send	sendi	to forward, remit, send, transmit, submit	ok	VERB	2	6	5	1	submission:NOUN;submissions:NOUN;submits:VERB;submitted:VERB;submitting:VERB	submit(2)		subiĝi, submeti, submetiĝi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	successor	NEW	tujaĵ	tujaĵo	successor	ok	NOUN	no	6	6	0	successor:NOUN;succession:NOUN;successions:NOUN;successive:ADJ;successively:ADV;successors:NOUN			epigono, postanto, posteulo, postsekvanto, postumo	3	C1		multiple EO senses — verify anchor
7	survive	LINK	traviv	travivi	to experience, live through, survive	ok	VERB	2	7	6	1	survival:NOUN;survived:VERB;survives:VERB;surviving:VERB;survivor:NOUN;survivors:NOUN	survive(2)		postvivi, supervivi, transvivi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	thesis	NEW	tez	tezo	essay, thesis	ok	NOUN	no	2	2	0	thesis:NOUN;theses:VERB			disertacio, disertaĵo	3	C1		
7	topic	LINK	tem	temo	theme, subject, topic	ok	NOUN	1	3	2	1	topical:ADJ;topics:NOUN	topic(1)		aktualaĵo, subjekto	3	C1		head already in lexicon (tier 1)
7	transmit	LINK	send	sendi	to forward, remit, send, transmit, submit	ok	VERB	no	6	5	1	transmit:VERB;transmissions:NOUN;transmits:VERB;transmitted:VERB;transmitting:VERB	transmission(3)		elsendi, transdiri, transigi, transmisii, transsendi	3	C1		multiple EO senses — verify anchor
7	ultimate	LINK	last	lasta	hindermost, last, ultimate	ok	ADJ	2	2	0	2		ultimate(2);ultimately(2)		finfina, kulmina, pintega, pleja, ultimata	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
7	unique	LINK	unik	unika	unique	ok	ADJ	2	3	2	1	uniquely:ADV;uniqueness:NOUN	unique(2)		senegala, ununura	3	C1		head already in lexicon (tier 2)
7	visible	NEW	videbl	videbla	visible, apparent, obvious	ok	ADJ	no	5	5	0	visible:ADJ;invisibility:NOUN;invisible:ADJ;visibility:NOUN;visibly:ADV				3	C1		
7	voluntary	NEW	laŭvol	laŭvola	free, freestyle, optional, voluntary	ok	ADJ	no	6	5	1	voluntary:ADJ;voluntarily:ADV;volunteered:VERB;volunteering:VERB;volunteers:NOUN	volunteer(2)		honorofica, libervola, memvola, propramova, propravola	3	C1		multiple EO senses — verify anchor
8	abandon	LINK	delas	delasi	to abandon	ok	NOUN	2	5	4	1	abandoned:VERB;abandoning:VERB;abandonment:NOUN;abandons:NOUN	abandon(2)		fordoni, forlasi, malinhibicio, pasilibereco, rezigni	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
8	accompany	LINK	kunlud	kunludi	to accompany	ok	VERB	2	6	5	1	accompanied:VERB;accompanies:VERB;accompaniment:NOUN;accompanying:VERB;unaccompanied:VERB	accompany(2)		akompanadi, akompani, kunkanti	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
8	accumulate	NEW	akumul	akumuli	to accumulate, heap, pile up, stack, hoard	ok	VERB	no	5	5	0	accumulate:VERB;accumulated:VERB;accumulates:NOUN;accumulating:VERB;accumulation:NOUN			akumuliĝi, amasigi, amasiĝi	3	C1		multiple EO senses — verify anchor
8	ambiguous	NEW	ambigu	ambigua	ambiguous	ok	ADJ	no	5	5	0	ambiguous:ADJ;ambiguities:NOUN;ambiguity:NOUN;unambiguous:ADJ;unambiguously:ADV			dubasenca, dubsenca, dusenca, dusignifa, plursenca	3	C1		multiple EO senses — verify anchor
8	append	LINK	aldon	aldoni	to add (to), append, supplement	ok	NOUN	no	7	7	0	append:NOUN;appended:VERB;appendices:NOUN;appending:VERB;appendix:VERB;appendixes:NOUN;appends:VERB			alpendigi, inkluzivigi, postaldoni, postglui	3	C1		multiple EO senses — verify anchor
