en_lemma	total_freq	final_eo_root	final_eo_word	eo_gloss	band	head_root_inventory_tier	proposed_tier	review_flag
vibrate	1	vibr	vibri	to vibrate, oscillate, thrill	P6_tail	core	2	
vibration	1	trem	tremo	quiver, quivering, vibration	P6_tail	core	2	
victor	1	venkant	venkanto	conqueror, vanquisher, victor	P6_tail	core	2	
virtue	1	virt	virto	morality, vice, virtue	P6_tail	core	2	
vivid	1	hel	hela	bright, brilliant, clear, light, vivid	P6_tail	core	2	
void	1	vak	vaka	vacant, void	P6_tail	core	2	
voyage	1	vojaĝ	vojaĝi	to journey, travel, voyage	P6_tail	core	2	
wade	1	vad	vadi	to wade	P6_tail	extended	2	
wary	1	atent	atenta	attentive, heedful, wary	P6_tail	core	2	
wasteful	1	malŝparem	malŝparema	extravagant, wasteful	P6_tail	core	2	
waver	1	tremet	tremeti	to quiver, shiver, waver, wince	P6_tail	core	2	
weed	1	sark	sarki	to hoe, weed, weed out	P6_tail	extended	2	
wetness	1	akvec	akveco	wetness, moisture	P6_tail	core	2	
whack	1	bastonad	bastonadi	to beat, beat up, flog, thrash, whack	P6_tail	core	2	
whirl	1	kirl	kirli	to curl, froth, stir, whip, whirl	P6_tail	core	2	
whiteness	1	blankec	blankeco	whiteness, white	P6_tail	core	2	
width	1	larĝ	larĝo	width	P6_tail	core	2	
willingness	1	vol	volo	will, willingness, wish	P6_tail	core	2	
windmill	1	ventmuelil	ventmuelilo	windmill	P6_tail	core	2	
wonderfully	1	mirind	mirinde	marvelously, wonderfully	P6_tail	core	2	
woo	1	amindum	amindumi	to court, woo	P6_tail	core	2	
woody	1	arbarriĉ	arbarriĉa	woody	P6_tail	core	2	
wordless	1	senvort	senvorta	speechless, tacit, wordless, without words	P6_tail	core	2	
worriedly	1	zorgoplen	zorgoplene	full of worry, worriedly	P6_tail	core	2	
worsen	1	pliaĉig	pliaĉigi	to worsen	P6_tail	core	2	
wreck	1	pere	pereo	destruction, doom, downfall, fall, perdition, ruin, wreck	P6_tail	core	2	
wriggle	1	tord	tordi	to contort, twist, warp, wind, wring, wriggle, sprain	P6_tail	core	2	
yearn	1	avid	avidi	to be avid, covet, crave, lust, want greatly, desire, yearn (for)	P6_tail	core	2	
