en_lemma	total_freq	action	eo_root	eo_word	eo_gloss	component_roots	proposed_tier	cefr	alt_candidates	flag	notes
unsure	8	NEW	necert	necerta	uncertain, indecisive, unsure, doubtful		1	A1	malcerta, sencerta	ok	
warmly	8	LINK	varm	varme	warmly		1	A1	elkore, varmete	ok	
wink	8	NEW	palpebrum	palpebrumi	to blink, wink		1	A1	okulsigni, okulsigno	ok	
admiration	7	LINK	admir	admiro	admiration		1	A1	admirado, admiraĵo, honorigo	ok	
afar	7	LINK	for	fore	afar, afield, far, far away, remotely		1	A1	malproksime	ok	
backwards	7	LINK	re	reen	back, backwards, returning		1	A1	dorsantaŭa, dorsantaŭe, dorsantaŭen, malantaŭen, posten	ok	
basement	7	NEW	kel	kelo	basement, cellar		1	A1	keletaĝo, subetaĝo, subteretaĝo	ok	
beaver	7	NEW	kastor	kastora	beaver, of a beaver	kas+tor	1	A1	kastoro	compound	reclaimed from proper_noun — confirm not a name
beehive	7	NEW	abeluj	abelujo	beehive, hive		1	A1	abelĉelaro, abelkesto, abelkorbo	ok	
broom	7	NEW	citiz	citizo	broom		1	A1	balailo, genisto, sarotamno	ok	
buddy	7	NEW	kamarad	kamarado	buddy, companion, comrade, pal, mate, chum		1	A1	kompano	ok	reclaimed from proper_noun — confirm not a name
buggy	7	NEW	cim	cima	buggy		1	A1	bugio, kaleŝeto	ok	reclaimed from proper_noun — confirm not a name
burrow	7	NEW	kavig	kavigi	to burrow, excavate, hollow		1	A1	manĝtuneleto	ok	
carol	7	NEW	karol	karolo	carol		1	A1	ĥoraĵo, kristnaskokanto	ok	reclaimed from proper_noun — confirm not a name
cliff	7	NEW	klif	klifo	cliff, crag, headland		1	A1	krutaĵo	ok	
cluck	7	NEW	kluk	kluki	to cluck		1	A1		ok	
cottage	7	NEW	domet	dometo	cottage, lodge, small house		1	A1		ok	
crunchy	7	NEW	kraket	kraketa	brittle, crisp, crunchy		1	A1		ok	
curiously	7						1	A1		no_match	
diving	7	NEW	plonĝad	plonĝado	diving		1	A1		ok	
doorway	7	NEW	pordapertur	pordaperturo	doorway	pord+aper+tur	1	A1		compound	
dusty	7	LINK	polv	polva	dusty		1	A1		ok	
faraway	7						1	A1		no_match	
frost	7	NEW	gel	gelo	frost		1	A1	frosto, prujno	ok	
hen	7	NEW	kokaĵ	kokaĵo	chicken, hen		1	A1	kokido, kokinaĵo, kokino	ok	
honk	7	NEW	korn	korni	to honk		1	A1	kvako	ok	
kin	7	NEW	gent	gento	clan, ethnic group, genus, tribe, family, kin, race, people		1	A1	genero	ok	reclaimed from proper_noun — confirm not a name
mane	7	NEW	kolhar	kolharoj	mane		1	A1	kolhararo	ok	
munch	7	NEW	maĉ	maĉi	to chew, masticate, munch		1	A1	kraketigi, krakmaĉi	ok	
plead	7	NEW	pled	pledi	to appeal, plea, plead		1	A1	petegi, procesi, proparoladi	ok	
politely	7	LINK	ĝentil	ĝentile	gently, politely		1	A1		ok	
popper	7						1	A1		no_match	
pout	7	NEW	bud	budi	to pout, sulk		1	A1	kolereti, lipmieni, paŭti, paŭto	ok	
puff	7	NEW	puf	pufo	padding, puff, swelling, stuffing, wad, pad		1	A1	blovi, ŝveli, ŝveliĝi	ok	
quilt	7	NEW	steb	stebi	to quilt, stitch, sew		1	A1	litkovrilo, peplomo, plumono	ok	
ranger	7						1	A1		no_match	
ruler	7	NEW	liniil	liniilo	ruler, straight-edge		1	A1	mezurilo, reganto, reginto, regnestro, rektilo	ok	
scar	7	NEW	cikatr	cikatro	scar		1	A1	cikatrigi, stigmato	ok	
screwdriver	7	NEW	ŝraŭbil	ŝraŭbilo	screwdriver		1	A1	ŝraŭbtenilo, ŝraŭbturnilo	ok	
shoo	7	NEW	huŝ	huŝi	to shoo, shish (in order to scare away small animals)		1	A1	peli	ok	reclaimed from proper_noun — confirm not a name
spoonful	7	NEW	ĉerpet	ĉerpeto	spoonful		1	A1	plenkulero	ok	
sternly	7						1	A1		no_match	
stroll	7	NEW	pasum	pasumi	to dawdle, lounge, lounge about, stroll		1	A1	promenado, promeni, promeno	ok	
texture	7	NEW	tekstur	teksturo	texture, grain	teks+tur	1	A1		compound	
tractor	7	NEW	traktor	traktoro	tractor	trak+tor	1	A1		compound	
trampoline	7	NEW	trampolin	trampolino	trampoline		1	A1		ok	
treehouse	7						1	A1		no_match	
waffle	7	NEW	vafl	vaflo	waffle		1	A1	ŝanceligadi	ok	
windy	7	LINK	vent	venta	windy		1	A1	ventplena	ok	
alligator	6	NEW	aligator	aligatoro	alligator		1	A1		ok	
ana	6				ana, anna		1	A1	sesdekona rupio	no_match	reclaimed from proper_noun — confirm not a name
astronaut	6	NEW	astronaŭt	astronaŭto	astronaut, spaceman	astr+naŭt	1	A1		compound	
auntie	6	NEW	onj	onjo	auntie		1	A1	onklinjo	ok	reclaimed from proper_noun — confirm not a name
brick	6	NEW	brik	brika	brick		1	A1	fajrŝtono	ok	
cashier	6	NEW	kas	kaso	cash box, money box, till, cashier		1	A1	kasistino, kasisto	ok	
chad	6	NEW	ĉad	ĉada	Chadian, Chad		1	A1		ok	reclaimed from proper_noun — confirm not a name
conquer	6	LINK	venk	venki	to conquer, defeat, win over, overcome, vanquish, subdue		1	A1	almiliti, konkeri, militakiri, venkobati	ok	
creativity	6	NEW	kreem	kreemo	creativeness, creativity		1	A1		ok	
devastate	6	NEW	ruinig	ruinigi	to desolate, lay waste, ravage, ruin, devastate		1	A1	dezertigi	ok	
dripping	6						1	A1		no_match	
driveway	6	NEW	enveturej	enveturejo	driveway		1	A1		ok	
farewell	6	LINK	ĝis	ĝiso	goodbye, farewell		1	A1	adiaŭ, adiaŭa, adiaŭo	ok	
gobble	6						1	A1		no_match	
grassy	6	LINK	herb	herba	grassy, herbal		1	A1		ok	
ha	6						1	A1		no_match	
hamster	6	NEW	hamstr	hamstro	hamster		1	A1		ok	
handy	6	NEW	lert	lerta	able, adroit, clever, dexterous, skillful, expert, talented, handy		1	A1	ĉemane, oportuna, oportune	ok	
harvest	6	NEW	rikolt	rikolti	to gather, harvest, reap		1	A1	rikoltaĵo, rikolto	ok	
hesitant	6	NEW	balbut	balbuta	faltering, haltingly, hesitant, inarticulate		1	A1	hezitanta, ŝanceliĝanta	ok	
hood	6	NEW	apaĉ	apaĉo	apache, hood, ruffian, tough		1	A1	ĉapeto, desuĉilo, kapoto, kapuĉo, kovrilo	ok	
instantly	6	NEW	senprokrast	senprokraste	at once, instantly, immediately, without delay, right away		1	A1		ok	
jasmine	6	NEW	jasmen	jasmeno	jasmine		1	A1		ok	reclaimed from proper_noun — confirm not a name
joyfully	6	LINK	ĝoj	ĝoje	joyfully, happily		1	A1	ĝojige	ok	
lap	6	NEW	lek	leki	to lick, lap		1	A1	ĉirkaŭejo, etapo, langtrinki, lekumi, plaŭdi	ok	
masterpiece	6	NEW	ĉefverk	ĉefverko	masterpiece		1	A1	majstraĵo, majstroverko	ok	
mist	6	NEW	nebul	nebulo	fog, mist		1	A1	nebuleto	ok	
moo	6	NEW	muĝ	muĝi	to bellow, howl, roar, low, moo, roar		1	A1		ok	reclaimed from proper_noun — confirm not a name
nervously	6	LINK	nerv	nerve	nervously		1	A1	nervoze, timeme	ok	
newfound	6						1	A1		no_match	
nibble	6	NEW	rod	rodi	to gnaw, nibble		1	A1	bitkvaro, bitokvaro, manĝeti, mordeti, ronĝi	ok	
pecked	6						1	A1		no_match	
peel	6	LINK	ŝel	ŝelo	bark, husk, peel, shell, pod, rind, skin, wrapper		1	A1	senŝeligi	ok	
porcupine	6	NEW	histrik	histriko	porcupine	his+trik	1	A1		compound	reclaimed from proper_noun — confirm not a name
prank	6	NEW	bubaĵ	bubaĵo	prank		1	A1	petolaĵo, petolecoaĵo, petolo	ok	
rainy	6	LINK	pluv	pluva	rain, of rain, rainy		1	A1		ok	
recorder	6	NEW	aktist	aktisto	actuary, recorder, clerk		1	A1	bekfluto, registrilo	ok	
robin	6	NEW	ruĝgorĝul	ruĝgorĝulo	redbreast, robin, robin redbreast		1	A1	rubekolo	ok	reclaimed from proper_noun — confirm not a name
satisfaction	6	NEW	kompens	kompenso	amends, compensation, reparation, satisfaction, indemnity		1	A1	kompensaĵo, kontentigo, kontento, satisfakcio	ok	
scent	6	NEW	flar	flari	to scent, smell		1	A1	odoro	ok	
scrap	6	NEW	pecet	peceto	morsel, scrap		1	A1	ĉifono, fragmento	ok	
silently	6	LINK	silent	silente	silently		1	A1		ok	
snowflake	6	NEW	neĝer	neĝero	snowflake		1	A1	leŭkojo	ok	
spanish	6	NEW	hispan	hispana	Spanish		1	A1		ok	reclaimed from proper_noun — confirm not a name
sponge	6	NEW	spong	spongo	sponge		1	A1		ok	
spy	6	NEW	ekvid	ekvidi	to catch sight of, perceive, spy		1	A1	kaŝobservanto, kaŝobservi, spiona, spioni, spionino	ok	
squeaky	6	NEW	ĉirp	ĉirpa	squeaky, strident		1	A1		ok	reclaimed from proper_noun — confirm not a name
straw	6	NEW	pajl	pajla	straw, of straw		1	A1	pajlo	ok	
tangle	6	NEW	kaos	kaoso	chaos, tangle		1	A1	enmiksigi, ĥaoso, implikaĵo	ok	
teaspoon	6	NEW	tekuler	tekulero	teaspoon		1	A1		ok	
terrify	6	LINK	terur	teruri	to frighten, terrify		1	A1	timegigi	ok	
tock	6						1	A1		no_match	
tornado	6	NEW	turnventeg	turnventego	tornado, whirlwind	turn+vent	1	A1		compound	
tumble	6	NEW	elrenvers	elrenversi	to tumble		1	A1	rulfali, rulfalo	ok	
turnip	6	NEW	nap	napo	canola, rapeseed, turnip		1	A1	rapo	ok	
uncover	6	NEW	malkovr	malkovri	to discover, uncover, lay open, unburden, reveal, tell		1	A1		ok	
untie	6	NEW	mallig	malligi	to disconnect, undo, unfasten, untie, delink, detach, unlink		1	A1	malimpliki, malnodi, senligi	ok	
weeping	6	NEW	plorad	plorado	crying, weeping		1	A1		ok	
widen	6	NEW	larĝig	larĝigi	to widen		1	A1	plilarĝigi	ok	
yelp	6	NEW	jelp	jelpi	to yelp		1	A1	hundbleki, jelpo, plorboji	ok	
zookeeper	6						1	A1		no_match	
adjust	5	NEW	pond	pondi	to adjust		1	A1	adapti, agordi, akomodi, akomodiĝi, alaranĝi	ok	
aisle	5	NEW	irpasej	irpasejo	aisle		1	A1	flanknavo, kromaltarejo	ok	
anticipation	5	NEW	anticip	anticipo	anticipation		1	A1	prikalkulo	ok	
appreciation	5	LINK	ŝat	ŝato	appreciation, high opinion, reputation		1	A1	apreco, aprezo, ŝatateco	ok	
badge	5	NEW	orden	ordeno	badge, decoration, fraternity, order		1	A1	insigno, simbolo	ok	
bathrobe	5	NEW	ĥalat	ĥalato	bathrobe, robe, gown		1	A1	banmantelo	ok	
blender	5	NEW	likvigil	likvigilo	blender		1	A1		ok	
bolt	5	NEW	bolt	bolti	to bolt		1	A1	bolto, rigli, riglilo, ŝraŭbbolto	ok	
bound	5	LINK	bar	baro	bar, barrier, impediment, obstacle, obstruction, bound		1	A1	bindita, impeti, ligita, ligitaj, limi	ok	
brad	5	NEW	lignonajl	lignonajlo	hobnail, hob, stud, brad, clout-nail, peg	lign+najl	1	A1		compound	reclaimed from proper_noun — confirm not a name
brighten	5	LINK	polur	poluri	to brighten, burnish, glaze, gloss, polish		1	A1	briligi	ok	
bunnie	5						1	A1		no_match	
buyer	5	NEW	aĉetant	aĉetanto	buyer, client, purchaser		1	A1	aĉetinto, aĉetisto	ok	
cactuse	5						1	A1		no_match	
calmly	5	NEW	flegm	flegme	passively, calmly, indifferently		1	A1	serene, trankvile	ok	
cape	5	NEW	kab	kaba	Cape		1	A1	kabo, kapo, kapuĉmantelo, mantelo, pelerino	ok	
caw	5	NEW	grak	graki	to caw, croak, rasp		1	A1		ok	reclaimed from proper_noun — confirm not a name
chug	5						1	A1		no_match	
cobwebs	5						1	A1		no_match	
coo	5	NEW	kver	kveri	to coo		1	A1	kolombumi, rukuli	ok	reclaimed from proper_noun — confirm not a name
croak	5	NEW	grak	graki	to caw, croak, rasp		1	A1	kvaki, kvako, mortaĉi, ranbleki	ok	
den	5	NEW	nest	nesto	nest, den, lair		1	A1	kaverno, nestego	ok	
doggie	5						1	A1		no_match	
donkey	5	NEW	azen	azena	ass’s, donkey, of an ass		1	A1	azeno	ok	
doze	5	NEW	dormet	dormeti	to doze, nap, slumber		1	A1	duondormi	ok	
drip	5	LINK	gut	guti	to drip, drop		1	A1	akvoguti, guteti, guto	ok	
ease	5	NEW	facilec	facileco	ease, facility		1	A1	faciligo, faciliĝi, komforto, malpligravigi, malpligraviĝi	ok	
elder	5	NEW	pliaĝ	pliaĝa	elder, older, senior		1	A1	grandaĝulo, plejaĝulo, pliaĝulo, profundaĝulo, sambuko	ok	
fins	5						1	A1		no_match	
firmly	5	NEW	firm	firme	firmly		1	A1	necedeme, solide	ok	
flea	5	NEW	pul	pulo	flea		1	A1		ok	
glisten	5	LINK	bril	brili	to glisten, glow, shine, sparkle		1	A1		ok	
gorgeous	5	NEW	beleg	belega	exquisite, gorgeous, lovely, magnificent, splendid		1	A1	superbela	ok	
granddad	5	NEW	avĉj	avĉjo	grandpa, granddad		1	A1	avoĉjo	ok	reclaimed from proper_noun — confirm not a name
granddaughter	5	NEW	nepin	nepino	granddaughter		1	A1		ok	reclaimed from proper_noun — confirm not a name
gratitude	5	LINK	dank	danko	gratitude, thanks		1	A1	dankeco, dankemo	ok	
graze	5	NEW	tuŝet	tuŝeti	to graze, touch lightly, stroke		1	A1	ekskoriacio, frotvundi, frotvundo, paŝtiĝi	ok	
groom	5	NEW	grum	grumo	bellhop, groom, stableman, page boy, stable boy, servant		1	A1	ĉevalisto, strigli	ok	
gulp	5	NEW	glut	gluto	draught, sip, mouthful, gulp, swallow, sup		1	A1	engluti	ok	
handful	5	NEW	iomet	iometo	handful		1	A1	manplena, manpleno, plenmano	ok	
handsome	5	LINK	bel	bela	beautiful, fine, handsome, lovely, good-looking, pretty		1	A1		ok	
healing	5	NEW	sanig	saniga	healthy, healing, salubrious, wholesome		1	A1	resaniga, resanigo	ok	
hum	5	NEW	zum	zumi	to buzz, hum, roar (traffic)		1	A1	graŭlo, kanteti, zumado, zumo	ok	
instinct	5	NEW	instinkt	instinkto	instinct		1	A1		ok	
jay	5	NEW	garol	garolo	jay		1	A1		ok	reclaimed from proper_noun — confirm not a name
junk	5	LINK	rub	rubo	debris, rubbish, rubble, garbage, trash, junk		1	A1	fatraso, fuŝaĵo, ĝonko, ĵonko, rubaĵo	ok	
lava	5	NEW	laf	lafa	lava		1	A1	lafo	ok	
lettuce	5	NEW	laktuk	laktuko	lettuce, milt, roe	lak+tuk	1	A1		compound	
marvel	5	LINK	mir	miri	to be amazed, be astonished, marvel (at), wonder, be surprised		1	A1	mirindaĵo	ok	
mint	5	NEW	monfarej	monfarejo	mint		1	A1	monfari	ok	
motion	5	LINK	mov	movo	move, motion, movement		1	A1	delokigo, moviĝado, moviĝo, rezolucio	ok	
nasty	5	NEW	fi	fia	base, disgusting, nasty, shameful, filthy, dirty, vile		1	A1	abomena, antipatia, fripona, ĝena, malagrabla	ok	
naughtiness	5						1	A1		no_match	
neatly	5	NEW	ordem	ordeme	neatly, tidily		1	A1	bonorde	ok	
oatmeal	5	NEW	gri	grio	coarse meal, grits, meal, oatmeal		1	A1	avenflokoj	ok	
peacefully	5	LINK	pac	pace	amicably, peaceably, peacefully		1	A1	paceme, serene, trankvile	ok	
peck	5	NEW	bek	beki	to peck		1	A1	kunbekiĝi, pikpluki	ok	
peculiar	5	LINK	strang	stranga	odd, peculiar, strange, curious, eccentric, queer		1	A1		ok	
peddle	5	NEW	ŝakr	ŝakri	to peddle		1	A1	kolporti	ok	
pistol	5	NEW	pistol	pistolo	pistol, spray gun		1	A1	pafileto	ok	
pitcher	5	NEW	kruĉ	kruĉo	cruse, ewer, jug, pitcher, pot, vessel		1	A1	ĵetisto	ok	
pitchfork	5	NEW	forkeg	forkego	hay fork, pitchfork, prong		1	A1	fojnoforkego	ok	
preschool	5						1	A1		no_match	
prickly	5	LINK	pik	pika	nasty, piquant, prickly, pungent		1	A1	pikilhava	ok	
radish	5	NEW	rafan	rafano	radish, black radish, horse radish		1	A1	rafaneto	ok	
rail	5	NEW	rel	relo	rail		1	A1		ok	
raindrop	5	NEW	pluver	pluvero	raindrop		1	A1	pluvguto	ok	
reunite	5	NEW	rekunig	rekunigi	to reunite, rejoin		1	A1	reunuigi	ok	
roast	5	NEW	rost	rosti	to broil, roast, toast		1	A1	rostaĵo, rostiĝi	ok	
salty	5	LINK	sal	sala	briny, saline, salty		1	A1		ok	
sandpit	5						1	A1		no_match	
scoot	5						1	A1		no_match	
seashell	5						1	A1		no_match	
shave	5	NEW	raz	razi	to shave		1	A1	derazi	ok	
shimmer	5	NEW	lumetad	lumetadi	to glimmer, shimmer		1	A1	lumetado	ok	
smiley	5	NEW	mienet	mieneto	smiley		1	A1	miensimbolo, ridetulo	ok	
sneaky	5						1	A1		no_match	
sniffle	5						1	A1		no_match	
snowball	5	NEW	neĝbul	neĝbulo	snowball	neĝ+bul	1	A1	neĝobulo	compound	
squint	5	NEW	strab	strabi	to be cross-eyed, look askance, squint		1	A1	strabismo	ok	
squirt	5	NEW	elŝpruc	elŝpruci	to spurt, squirt		1	A1	elŝprucigi, elŝprucigilo, ŝprucigi	ok	
squish	5						1	A1		no_match	
streamer	5	NEW	paperstri	paperstrio	streamer		1	A1		ok	
syrup	5	NEW	sirop	siropo	syrup		1	A1		ok	
tingle	5	NEW	sonet	soneti	to tingle		1	A1	vibreti	ok	
townspeople	5						1	A1		no_match	
twisty	5	LINK	serpent	serpenta	serpentine, sinuous, snaky, twisty		1	A1		ok	
unfamiliar	5						1	A1		no_match	
untangle	5						1	A1		no_match	
wetter	5						1	A1		no_match	
workman	5	NEW	laborist	laboristo	laborer, operative, worker, working man, workman		1	A1		ok	
angrily	4	LINK	koler	kolere	angrily		1	A1		ok	
apologise	4						1	A1		no_match	
astonish	4	NEW	mirig	mirigi	to astonish, amaze, surprise		1	A1		ok	
bakery	4	NEW	bakej	bakejo	bakery		1	A1	fornejo, kukejo, panejo	ok	
belonging	4	NEW	apartenad	apartenado	belonging		1	A1	apartenaĵo	ok	
bleed	4	LINK	sang	sangi	to bleed		1	A1	sangadi, sangellasi, sangeltiri, sangigi	ok	
bog	4	NEW	marĉeg	marĉego	bog		1	A1	malsekejo	ok	
bookmark	4	NEW	legosign	legosigno	bookmark, favorite (Internet Explorer)	leg+sign	1	A1	libromarko, paĝosigni, paĝosigno	compound	
braver	4						1	A1		no_match	
bubbly	4	NEW	eferversk	eferverska	bubbly		1	A1		ok	
bud	4	NEW	ĝerm	ĝermi	to germinate, shoot, bud		1	A1	botono, burĝoni, burĝono, butono, elburĝoniĝi	ok	
builder	4	NEW	kreil	kreilo	builder		1	A1	konstruanto, konstruentreprenisto, konstruestro, konstruisto	ok	
bushy	4	NEW	arbed	arbeda	bushy		1	A1		ok	
caution	4	LINK	avert	averti	to alert, caution, (fore)warn		1	A1	singardeco, singardemo, singardo	ok	
chatter	4	LINK	klak	klaki	to chatter, clap, click, rattle, flap, slap, smack		1	A1	babili, blablai, blablao, kviviti, vortmueli	ok	
cheetah	4	NEW	gepard	gepardo	cheetah		1	A1	ĉasleopardo	ok	
chilly	4	NEW	frisk	friska	chilly		1	A1	frosta, malvarma	ok	
clover	4	NEW	trifoli	trifolio	clover, shamrock, trefoil	tri+foli	1	A1		compound	
clutch	4	LINK	kapt	kapti	to capture, catch, grapple, trap, ensnare, clutch, grasp, grab		1	A1	ekkapti, ekkaptigi, ekteni, kluĉi, kluĉilo	ok	
compass	4	NEW	busol	busolo	compass		1	A1	kompaso, markompaso	ok	
compliment	4	NEW	kompliment	komplimenti	to compliment		1	A1	komplimento	ok	
confusion	4	LINK	konfuz	konfuzo	commotion, confusion, muddle		1	A1	konfuzio, konfuzoado, malordo, tohuvabohuo	ok	
cord	4	LINK	kabl	kablo	cable, cord		1	A1	galono, kordo, signalŝnuro, ŝnuro	ok	
cosy	4						1	A1		no_match	
cowboy	4	NEW	gaŭĉ	gaŭĉo	cowboy, gaucho		1	A1	vakero	ok	
crunch	4	NEW	densig	densigi	to compact, compress, crunch, condense, zip		1	A1	krakado, kraketigi, krakmaĉi, kraksoni	ok	
disappointment	4	LINK	ĉagren	ĉagreno	annoyance, disappointment, grief, chagrin, worry		1	A1	disreviĝo, elrevigo, elreviĝo, kontraŭaĵo, malkontentigo	ok	
dodge	4						1	A1		no_match	
dreammaker	4						1	A1		no_match	
embarrassment	4	LINK	embaras	embaraso	abashment, embarrassment, perplexity, difficult situation, quandary, complication, difficulty		1	A1		ok	
energetic	4	LINK	energi	energia	energetic, strenuous		1	A1		ok	
flop	4	NEW	malsukceseg	malsukcesego	failure, flop		1	A1		ok	
foal	4	NEW	ĉevalid	ĉevalido	colt, foal, filly		1	A1	ĉevalidoino	ok	
fondly	4	LINK	am	ame	fondly, lovingly		1	A1	tenere	ok	
foreshadow	4	NEW	aŭgur	aŭguri	to augur, forecast, foretell, prophesy, foreshadow, predict		1	A1	antaŭfiguri, antaŭsigni	ok	
gator	4						1	A1		no_match	
gesture	4	NEW	gest	gesti	to gesticulate, gesture		1	A1	gesto, moviĝo	ok	
gladly	4						1	A1		no_match	
grumble	4	NEW	grumbl	grumbli	to growl, grumble		1	A1		ok	
guardian	4	NEW	gardant	gardanto	custodian, guard, guardian, watch, warder, keeper		1	A1	anĝelogardanto, kuratoro, zorganto	ok	reclaimed from proper_noun — confirm not a name
handkerchief	4	NEW	poŝtuk	poŝtuko	handkerchief, tissue		1	A1	naztuko	ok	
hatch	4	NEW	haĉ	haĉi	to hatch, shade		1	A1	elkoviĝi, eloviĝi, elŝeligi, haĉo, kovi	ok	
hedgehog	4	NEW	erinac	erinaco	hedgehog		1	A1		ok	
hideout	4						1	A1		no_match	
hind	4	LINK	post	posta	hind, hindmost, posterior, ulterior		1	A1	cervino	ok	
hip	4	NEW	koks	kokso	haunch, hip		1	A1		ok	
hungrily	4						1	A1		no_match	
icicle	4	NEW	pendglaci	pendglacio	icicle	pend+glaci	1	A1		compound	
juggle	4	NEW	ĵongl	ĵongli	to conjure, juggle		1	A1		ok	
kit	4	LINK	komplet	kompleto	outfit, set, suit, kit		1	A1	garnituro	ok	
leap	4	LINK	sal	sali	to leap; to salt		1	A1	eksalti, impeti, saltegi, salti, salto	ok	
maid	4	NEW	servistin	servistino	maid, servant		1	A1	ĉambristino	ok	
mesmerize	4						1	A1		no_match	
miracle	4	NEW	mirakl	miraklo	miracle		1	A1		ok	
mischievous	4	NEW	blag	blaga	humorous, playful, mischievous		1	A1	malbonema, malica, petolema	ok	
overcome	4	LINK	venk	venki	to conquer, defeat, win over, overcome, vanquish, subdue		1	A1		ok	
overhead	4	LINK	aer	aera	aerial, overhead, airborne		1	A1	diafana, superŝarĝa, supre	ok	
peak	4	LINK	pint	pinto	peak, point, tip, summit, ridge, vertex		1	A1	akraĵo, kulmino, montopinto, pintaĵo, plejsupriĝi	ok	
peep	4	NEW	pep	pepi	to chirp, peep, twitter, warble, beep		1	A1	kaŝobservi, kaŝrigardi, kviviti, okuladi, rigardeti	ok	
pepperoni	4						1	A1		no_match	
playroom	4	NEW	ludĉambr	ludĉambro	playroom	lud+ĉambr	1	A1		compound	
plop	4						1	A1		no_match	
plug	4	NEW	ĵak	ĵaka	plug		1	A1	sparkilo, ŝtopilego, ŝtopilo, tampono	ok	
pod	4	NEW	guŝ	guŝo	husk, pod		1	A1	legumeno, silikvo, ŝelo	ok	
polar	4	NEW	polar	polara	polar		1	A1	polusa	ok	
pro	4						1	A1		no_match	
quieter	4						1	A1		no_match	
raincoat	4	NEW	pluvmantel	pluvmantelo	raincoat	pluv+mantel	1	A1		compound	
rejoice	4	LINK	ĝoj	ĝoji	to be glad, enjoy, rejoice		1	A1	hurai	ok	
roam	4	NEW	vag	vagi	to drift, loiter, prowl, ramble, roam, wander, meander, stray		1	A1	migri, retmigri	ok	
robber	4	NEW	rabist	rabisto	brigand, highwayman, robber		1	A1	ŝtelisto	ok	
rooster	4	LINK	kok	koko	chicken, fowl, cock, rooster		1	A1	virkoko	ok	
ruffle	4	NEW	krisp	krispo	frill, ruffle, frilled collar		1	A1	falbalo, malkvietigi, malserenigi, ondetigi, ondetiĝi	ok	
scramble	4	LINK	miks	miksi	to blend, mingle, mix, shuffle, scramble		1	A1	interpuŝiĝo, kaŝmiksi, miksegi	ok	
scribble	4	NEW	skribaĉ	skribaĉi	to scribble, scrawl		1	A1	malbonskribi	ok	
seatbelt	4						1	A1		no_match	
slither	4						1	A1		no_match	
smash	4	NEW	disbat	disbati	to dash to pieces, knock down, smash		1	A1	disrompi, frakasi	ok	
snooze	4						1	A1		no_match	
sob	4	NEW	ploreg	ploregi	to bewail, sob, mourn, wail		1	A1	plorego, plorĝemi, plorsingulti	ok	
soften	4	NEW	mildig	mildigi	to soften, alleviate		1	A1	mallaŭtigi	ok	
sprout	4	NEW	ŝos	ŝosi	to sprout		1	A1	branĉido, elburĝoniĝi, elkreski, sproso, ŝoso	ok	
squawk	4	NEW	kvak	kvako	croak, honk, squawk		1	A1		ok	
squishy	4						1	A1		no_match	
stalk	4	LINK	paŝ	paŝi	to pace, stalk, step, stride, tread		1	A1	kulmo, paŝegi, stipo, ŝalmo, tigo	ok	
stern	4	NEW	pob	pobo	poop(deck), stern		1	A1	malantaŭaĵo, malantaŭo, poŭpo, senindulga, severa	ok	
stormy	4	LINK	ŝtorm	ŝtorma	stormy		1	A1	malserena, tempesta, tumultplena	ok	
strum	4	NEW	fuŝlud	fuŝludi	to strum	fuŝ+lud	1	A1		compound	
sunscreen	4				sunscreen		1	A1	kontraŭsuna kremo	no_match	
swimsuit	4	NEW	bankalson	bankalsono	bathing suit, swimming trunks, swimsuit	bank+son	1	A1	bankostumo	compound	
tablecloth	4	NEW	tablotuk	tablotuko	tablecloth	tabl+tuk	1	A1		compound	
tempt	4	NEW	tent	tenti	to entice, induce, tempt		1	A1		ok	
thud	4						1	A1		no_match	
tidying	4						1	A1		no_match	
timer	4	LINK	horloĝ	horloĝo	clock, watch, timepiece		1	A1	ŝalthorloĝo, tempmezurilo, tempoŝaltilo, tempumilo	ok	
toss	4	LINK	sku	skui	to agitate, shake, shock, toss		1	A1	ĵeteti, ĵeti, ĵeto	ok	
trot	4	NEW	trot	troti	to trot		1	A1	troto, trotoado	ok	
twitch	4	NEW	cik	ciki	twitch		1	A1	tiko, tiro	ok	reclaimed from proper_noun — confirm not a name
underwater	4	NEW	subakv	subakva	underwater		1	A1		ok	
unkind	4	NEW	malafabl	malafabla	blunt, brutal, gruff, harsh, rough, sour, surly, unkind, unpleasant, rude		1	A1	nebonkora, nebonvola	ok	
unload	4	NEW	deŝarĝ	deŝarĝi	to unload, discharge		1	A1	elflosigi, malŝargi, malŝarĝi, senŝarĝi	ok	
unripe	4	NEW	nematur	nematura	immature, unripe, not ripe		1	A1		ok	
vanilla	4	NEW	vanil	vanilo	vanilla		1	A1		ok	
veggie	4						1	A1		no_match	
vessel	4	LINK	uj	ujo	bin, container, box, vessel		1	A1	angio, boato, kruĉo, ŝipo, vaskulo	ok	
vibrant	4	NEW	multeson	multesona	vibrant	mult+son	1	A1		compound	
wad	4	NEW	bul	bulo	ball, chunk, clod, hunk, lump, wad, bullet		1	A1	buligi, ĉifaĵo, ĉifbulo, pufo	ok	
wanna	4						1	A1		no_match	
wax	4	NEW	cir	ciro	polish, wax		1	A1	vaksa, vaksi, vakso	ok	
whiz	4	NEW	sibl	siblo	whiz		1	A1	mokfajfi, siblado	ok	
wrist	4	NEW	pojn	pojno	wrist		1	A1	manartiko, manradiko	ok	
